OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Quantity,UnitPrice,TotalAmount,Region,PaymentMethod
103172,2022-05-29,C0548,Customer_548,P011,Water Bottle,Home,1,318,318,Central,Debit Card
103173,2018-06-26,C0344,Customer_344,P010,Office Chair,Furniture,1,1220,1220,South,NetBanking
103174,2021-11-20,C0969,Customer_969,P001,Wireless Mouse,Electronics,1,369,369,Central,Cash on Delivery
103175,2018-06-02,C1470,Customer_1470,P015,LED Monitor,Electronics,2,2314,4166,Central,EMI
103176,2018-08-03,C1359,Customer_1359,P008,Coffee Maker,Home,10,864,8468,West,NetBanking
103177,2021-03-05,C0078,Customer_78,P008,Coffee Maker,Home,1,822,699,West,Credit Card
103178,2018-11-26,C0152,Customer_152,P011,Water Bottle,Home,1,303,303,South,Credit Card
103179,2018-10-25,C0351,Customer_351,P020,Electric Kettle,Home,1,380,323,Central,NetBanking
103180,2022-03-02,C0919,Customer_919,P007,Desk Lamp,Home,1,559,559,East,EMI
103181,2020-03-26,C1437,Customer_1437,P018,Smartphone Case,Accessories,1,759,759,North,Cash on Delivery
103182,2018-09-06,C0294,Customer_294,P020,Electric Kettle,Home,1,498,498,Central,UPI
103183,2018-08-18,C0422,Customer_422,P020,Electric Kettle,Home,1,616,616,West,Debit Card
103184,2022-11-23,C0518,Customer_518,P017,Sunglasses,Accessories,3,374,1085,South,Credit Card
103185,2018-02-23,C1091,Customer_1091,P014,Backpack,Accessories,2,608,1216,East,Debit Card
103186,2020-09-28,C0107,Customer_107,P012,T-Shirt,Apparel,1,253,253,West,UPI
103187,2019-04-14,C1306,Customer_1306,P017,Sunglasses,Accessories,1,408,408,West,Credit Card
103188,2022-08-15,C0619,Customer_619,P018,Smartphone Case,Accessories,1,799,799,South,Wallet
103189,2018-08-19,C0566,Customer_566,P008,Coffee Maker,Home,1,958,958,West,Credit Card
103190,2024-07-14,C1353,Customer_1353,P010,Office Chair,Furniture,3,1515,4545,Central,Cash on Delivery
103191,2022-05-25,C0981,Customer_981,P020,Electric Kettle,Home,1,588,588,West,UPI
103192,2023-06-14,C1522,Customer_1522,P001,Wireless Mouse,Electronics,1,393,393,East,Cash on Delivery
103193,2022-11-28,C1194,Customer_1194,P018,Smartphone Case,Accessories,1,785,785,East,Credit Card
103194,2019-09-14,C1199,Customer_1199,P007,Desk Lamp,Home,3,760,2280,North,Debit Card
103195,2022-02-22,C1052,Customer_1052,P015,LED Monitor,Electronics,1,2251,2251,South,Credit Card
103196,2022-03-31,C1028,Customer_1028,P017,Sunglasses,Accessories,1,430,430,South,NetBanking
103197,2018-10-18,C1437,Customer_1437,P011,Water Bottle,Home,5,259,1295,West,NetBanking
103198,2018-11-01,C0634,Customer_634,P012,T-Shirt,Apparel,1,218,218,South,Debit Card
103199,2021-09-15,C1471,Customer_1471,P020,Electric Kettle,Home,1,525,447,North,EMI
103200,2024-04-04,C1293,Customer_1293,P005,Smartwatch,Electronics,2,1091,2182,South,Credit Card
103201,2022-11-22,C0971,Customer_971,P006,Running Shoes,Apparel,1,1765,1765,Central,Credit Card
103202,2019-06-15,C0193,Customer_193,P015,LED Monitor,Electronics,1,1320,1320,East,Wallet
103203,2021-08-11,C0040,Customer_40,P015,LED Monitor,Electronics,2,1958,3916,West,Cash on Delivery
103204,2022-11-30,C0496,Customer_496,P020,Electric Kettle,Home,1,604,604,West,Debit Card
103205,2022-04-07,C0982,Customer_982,P004,USB-C Cable,Accessories,1,173,173,East,Wallet
103206,2018-06-27,C0532,Customer_532,P014,Backpack,Accessories,1,644,644,East,Credit Card
103207,2018-05-15,C1314,Customer_1314,P007,Desk Lamp,Home,2,729,1458,East,Debit Card
103208,2020-02-03,C1451,Customer_1451,P007,Desk Lamp,Home,4,715,2860,South,UPI
103209,2021-04-22,C0146,Customer_146,P004,USB-C Cable,Accessories,5,137,665,North,Wallet
103210,2021-02-14,C0066,Customer_66,P004,USB-C Cable,Accessories,2,182,364,South,UPI
103211,2020-07-04,C0311,Customer_311,P008,Coffee Maker,Home,1,1017,1017,East,Cash on Delivery
103212,2023-05-03,C0957,Customer_957,P006,Running Shoes,Apparel,5,2386,11930,East,NetBanking
103213,2020-11-01,C1287,Customer_1287,P016,Blender,Home,1,462,462,South,Wallet
103214,2020-11-08,C0953,Customer_953,P004,USB-C Cable,Accessories,1,153,153,West,UPI
103215,2021-10-16,C1196,Customer_1196,P008,Coffee Maker,Home,2,956,1912,West,Wallet
103216,2023-05-12,C1297,Customer_1297,P016,Blender,Home,1,440,440,West,Debit Card
103217,2023-11-20,C1478,Customer_1478,P001,Wireless Mouse,Electronics,1,340,340,West,NetBanking
103218,2018-08-01,C0445,Customer_445,P008,Coffee Maker,Home,5,1042,5210,West,NetBanking
103219,2022-06-28,C1346,Customer_1346,P012,T-Shirt,Apparel,1,275,248,Central,EMI
103220,2021-09-18,C1214,Customer_1214,P020,Electric Kettle,Home,1,498,498,North,Debit Card
103221,2021-02-10,C0291,Customer_291,P004,USB-C Cable,Accessories,3,133,399,South,UPI
103222,2019-03-29,C0854,Customer_854,P018,Smartphone Case,Accessories,1,887,887,East,Cash on Delivery
103223,2024-10-09,C1456,Customer_1456,P020,Electric Kettle,Home,1,544,544,Central,UPI
103224,2019-07-12,C0921,Customer_921,P018,Smartphone Case,Accessories,3,847,2541,South,UPI
103225,2019-12-17,C1494,Customer_1494,P012,T-Shirt,Apparel,1,189,189,North,NetBanking
103226,2021-04-11,C0522,Customer_522,P001,Wireless Mouse,Electronics,1,379,379,North,Cash on Delivery
103227,2020-10-07,C1569,Customer_1569,P003,Bluetooth Speaker,Electronics,1,752,752,South,UPI
103228,2021-07-13,C0497,Customer_497,P001,Wireless Mouse,Electronics,1,362,362,East,Debit Card
103229,2018-01-15,C1544,Customer_1544,P012,T-Shirt,Apparel,1,282,282,Central,UPI
103230,2023-07-05,C0562,Customer_562,P005,Smartwatch,Electronics,1,1050,1050,North,Debit Card
103231,2022-03-25,C1187,Customer_1187,P020,Electric Kettle,Home,3,568,1704,Central,Wallet
103232,2023-01-01,C0032,Customer_32,P014,Backpack,Accessories,1,620,620,East,Credit Card
103233,2018-05-01,C0786,Customer_786,P018,Smartphone Case,Accessories,1,822,822,West,Wallet
103234,2018-01-20,C0307,Customer_307,P008,Coffee Maker,Home,1,997,997,West,Credit Card
103235,2024-08-25,C1483,Customer_1483,P010,Office Chair,Furniture,1,1840,1840,South,EMI
103236,2018-12-02,C1439,Customer_1439,P008,Coffee Maker,Home,1,921,921,West,Credit Card
103237,2022-12-27,C0252,Customer_252,P015,LED Monitor,Electronics,1,2068,2068,North,NetBanking
103238,2020-10-23,C1563,Customer_1563,P015,LED Monitor,Electronics,1,1935,1935,South,Cash on Delivery
103239,2020-12-14,C1277,Customer_1277,P003,Bluetooth Speaker,Electronics,1,697,663,Central,UPI
103240,2020-07-15,C0793,Customer_793,P002,Laptop Sleeve,Accessories,1,615,615,South,UPI
103241,2018-03-10,C1158,Customer_1158,P001,Wireless Mouse,Electronics,2,395,790,West,Debit Card
103242,2021-11-02,C0603,Customer_603,P004,USB-C Cable,Accessories,1,136,130,South,Debit Card
103243,2018-10-08,C0516,Customer_516,P003,Bluetooth Speaker,Electronics,1,888,888,East,UPI
103244,2023-08-14,C0224,Customer_224,P013,Gaming Keyboard,Electronics,1,1611,1611,West,Cash on Delivery
103245,2021-04-01,C1348,Customer_1348,P006,Running Shoes,Apparel,2,1703,3406,South,Cash on Delivery
103246,2019-06-30,C1203,Customer_1203,P007,Desk Lamp,Home,1,571,457,Central,Debit Card
103247,2022-10-31,C1125,Customer_1125,P013,Gaming Keyboard,Electronics,1,1654,1654,Central,UPI
103248,2020-03-30,C1149,Customer_1149,P004,USB-C Cable,Accessories,1,123,123,South,UPI
103249,2024-11-10,C0878,Customer_878,P020,Electric Kettle,Home,2,619,1208,Central,Wallet
103250,2022-08-05,C1337,Customer_1337,P020,Electric Kettle,Home,1,552,552,Central,Debit Card
103251,2018-11-22,C0864,Customer_864,P003,Bluetooth Speaker,Electronics,3,795,2385,North,UPI
103252,2023-07-25,C1064,Customer_1064,P011,Water Bottle,Home,3,247,741,South,Credit Card
103253,2022-06-04,C0461,Customer_461,P017,Sunglasses,Accessories,1,477,477,East,NetBanking
103254,2021-06-23,C0582,Customer_582,P006,Running Shoes,Apparel,1,1797,1618,North,UPI
103255,2021-04-30,C1342,Customer_1342,P004,USB-C Cable,Accessories,1,117,117,South,Credit Card
103256,2020-06-28,C0231,Customer_231,P011,Water Bottle,Home,1,266,266,North,Credit Card
103257,2024-07-14,C1375,Customer_1375,P003,Bluetooth Speaker,Electronics,1,756,756,North,Cash on Delivery
103258,2020-09-12,C0358,Customer_358,P008,Coffee Maker,Home,2,1019,2038,North,UPI
103259,2023-10-05,C0618,Customer_618,P006,Running Shoes,Apparel,3,2045,6135,Central,Cash on Delivery
103260,2018-03-18,C0462,Customer_462,P003,Bluetooth Speaker,Electronics,1,829,829,South,UPI
103261,2023-05-20,C0340,Customer_340,P001,Wireless Mouse,Electronics,1,463,463,South,NetBanking
103262,2022-01-07,C1456,Customer_1456,P017,Sunglasses,Accessories,10,273,2730,East,Credit Card
103263,2021-03-24,C1084,Customer_1084,P002,Laptop Sleeve,Accessories,2,488,976,North,Credit Card
103264,2022-03-03,C0629,Customer_629,P020,Electric Kettle,Home,1,597,597,Central,Credit Card
103265,2018-06-15,C0864,Customer_864,P020,Electric Kettle,Home,1,527,527,Central,Credit Card
103266,2021-10-15,C0555,Customer_555,P009,Yoga Mat,Sports,1,436,436,South,UPI
103267,2019-08-28,C0014,Customer_14,P001,Wireless Mouse,Electronics,2,313,626,South,Credit Card
103268,2022-07-10,C0134,Customer_134,P010,Office Chair,Furniture,1,1609,1609,West,UPI
103269,2024-01-20,C0167,Customer_167,P011,Water Bottle,Home,2,228,456,South,EMI
103270,2020-12-26,C0343,Customer_343,P018,Smartphone Case,Accessories,2,803,1606,West,UPI
103271,2024-06-20,C0774,Customer_774,P018,Smartphone Case,Accessories,1,714,714,North,Wallet
103272,2020-04-05,C0554,Customer_554,P009,Yoga Mat,Sports,2,419,838,North,Wallet
103273,2022-08-13,C0266,Customer_266,P019,Noise Cancelling Headphones,Electronics,2,2662,5324,East,Cash on Delivery
103274,2021-08-05,C0457,Customer_457,P004,USB-C Cable,Accessories,1,182,182,North,Debit Card
103275,2018-10-16,C1194,Customer_1194,P010,Office Chair,Furniture,1,1398,1398,Central,Wallet
103276,2019-09-05,C1271,Customer_1271,P006,Running Shoes,Apparel,3,2376,7128,South,NetBanking
103277,2018-04-25,C0136,Customer_136,P007,Desk Lamp,Home,1,744,633,Central,Wallet
103278,2022-03-10,C1554,Customer_1554,P013,Gaming Keyboard,Electronics,1,1247,1060,East,Debit Card
103279,2020-03-01,C1325,Customer_1325,P004,USB-C Cable,Accessories,1,174,157,West,Cash on Delivery
103280,2023-01-10,C1269,Customer_1269,P002,Laptop Sleeve,Accessories,2,481,962,East,Wallet
103281,2019-12-21,C1321,Customer_1321,P003,Bluetooth Speaker,Electronics,2,840,1680,Central,UPI
103282,2023-02-10,C0517,Customer_517,P007,Desk Lamp,Home,1,612,612,South,Cash on Delivery
103283,2020-01-14,C0381,Customer_381,P007,Desk Lamp,Home,2,502,1004,North,NetBanking
103284,2020-05-15,C0354,Customer_354,P014,Backpack,Accessories,1,689,689,West,Debit Card
103285,2023-07-16,C1269,Customer_1269,P004,USB-C Cable,Accessories,4,148,592,South,UPI
103286,2018-12-14,C1039,Customer_1039,P004,USB-C Cable,Accessories,3,132,377,West,NetBanking
103287,2021-04-04,C1428,Customer_1428,P018,Smartphone Case,Accessories,1,768,768,West,Wallet
103288,2023-09-16,C1162,Customer_1162,P020,Electric Kettle,Home,1,495,495,North,Cash on Delivery
103289,2019-12-04,C0898,Customer_898,P020,Electric Kettle,Home,5,415,2075,Central,EMI
103290,2020-05-19,C0276,Customer_276,P019,Noise Cancelling Headphones,Electronics,1,1901,1901,West,NetBanking
103291,2018-08-22,C0089,Customer_89,P003,Bluetooth Speaker,Electronics,1,645,645,West,EMI
103292,2020-09-17,C0460,Customer_460,P015,LED Monitor,Electronics,5,1839,9195,East,Debit Card
103293,2021-05-22,C0562,Customer_562,P011,Water Bottle,Home,1,338,338,North,Debit Card
103294,2018-10-11,C0930,Customer_930,P009,Yoga Mat,Sports,1,417,355,East,Cash on Delivery
103295,2022-08-03,C1121,Customer_1121,P014,Backpack,Accessories,2,508,1016,Central,NetBanking
103296,2020-10-20,C1429,Customer_1429,P011,Water Bottle,Home,2,248,496,North,Credit Card
103297,2020-12-17,C0448,Customer_448,P012,T-Shirt,Apparel,1,207,197,North,NetBanking
103298,2018-12-23,C0725,Customer_725,P014,Backpack,Accessories,1,802,802,West,NetBanking
103299,2020-03-11,C0524,Customer_524,P011,Water Bottle,Home,1,335,335,Central,Debit Card
103300,2021-08-24,C1536,Customer_1536,P009,Yoga Mat,Sports,1,398,398,North,EMI
103301,2018-01-02,C1436,Customer_1436,P020,Electric Kettle,Home,5,634,3170,West,UPI
103302,2019-03-09,C1069,Customer_1069,P003,Bluetooth Speaker,Electronics,2,681,1362,South,Debit Card
103303,2019-02-04,C0267,Customer_267,P011,Water Bottle,Home,2,348,696,West,Debit Card
103304,2022-11-05,C1436,Customer_1436,P002,Laptop Sleeve,Accessories,1,499,499,North,UPI
103305,2018-02-16,C1534,Customer_1534,P016,Blender,Home,1,408,408,West,Debit Card
103306,2018-04-24,C0771,Customer_771,P004,USB-C Cable,Accessories,2,143,286,Central,Cash on Delivery
103307,2020-01-01,C1287,Customer_1287,P004,USB-C Cable,Accessories,1,154,154,North,Debit Card
103308,2023-06-21,C1365,Customer_1365,P003,Bluetooth Speaker,Electronics,2,733,1393,North,Wallet
103309,2018-02-13,C1527,Customer_1527,P003,Bluetooth Speaker,Electronics,1,1051,1051,North,Cash on Delivery
103310,2019-07-02,C0645,Customer_645,P014,Backpack,Accessories,1,635,635,North,Cash on Delivery
103311,2023-01-17,C0827,Customer_827,P016,Blender,Home,4,492,1968,North,Debit Card
103312,2018-02-24,C0426,Customer_426,P009,Yoga Mat,Sports,1,460,368,West,Cash on Delivery
103313,2023-02-20,C1335,Customer_1335,P005,Smartwatch,Electronics,1,1214,1214,South,UPI
103314,2019-10-22,C1482,Customer_1482,P002,Laptop Sleeve,Accessories,2,519,1038,Central,NetBanking
103315,2021-09-21,C0323,Customer_323,P014,Backpack,Accessories,2,639,1278,South,UPI
103316,2019-06-05,C0858,Customer_858,P001,Wireless Mouse,Electronics,1,303,303,South,Credit Card
103317,2018-09-07,C0631,Customer_631,P002,Laptop Sleeve,Accessories,2,564,1100,West,UPI
103318,2020-02-24,C0060,Customer_60,P014,Backpack,Accessories,1,680,680,North,UPI
103319,2019-02-22,C1420,Customer_1420,P007,Desk Lamp,Home,4,650,2600,West,Cash on Delivery
103320,2018-08-20,C1075,Customer_1075,P004,USB-C Cable,Accessories,1,163,163,North,Credit Card
103321,2022-05-05,C0541,Customer_541,P018,Smartphone Case,Accessories,5,782,3910,North,Cash on Delivery
103322,2019-04-23,C0499,Customer_499,P003,Bluetooth Speaker,Electronics,1,709,709,South,Credit Card
103323,2020-07-27,C1578,Customer_1578,P001,Wireless Mouse,Electronics,4,358,1432,West,Wallet
103324,2022-12-20,C1422,Customer_1422,P019,Noise Cancelling Headphones,Electronics,5,2871,14355,West,Cash on Delivery
103325,2020-10-28,C0764,Customer_764,P015,LED Monitor,Electronics,1,1664,1664,East,NetBanking
103326,2020-03-01,C1074,Customer_1074,P007,Desk Lamp,Home,1,631,631,South,Cash on Delivery
103327,2021-01-10,C0677,Customer_677,P010,Office Chair,Furniture,2,1435,2655,North,EMI
103328,2019-09-23,C1436,Customer_1436,P009,Yoga Mat,Sports,1,349,349,South,UPI
103329,2021-02-28,C0397,Customer_397,P008,Coffee Maker,Home,2,964,1928,East,NetBanking
103330,2018-08-06,C0482,Customer_482,P004,USB-C Cable,Accessories,1,126,126,Central,Credit Card
103331,2022-03-07,C0556,Customer_556,P002,Laptop Sleeve,Accessories,10,442,4420,West,EMI
103332,2020-07-04,C1474,Customer_1474,P001,Wireless Mouse,Electronics,2,314,628,South,EMI
103333,2018-05-29,C1210,Customer_1210,P015,LED Monitor,Electronics,1,1792,1792,West,NetBanking
103334,2022-12-01,C0778,Customer_778,P018,Smartphone Case,Accessories,1,598,598,East,Credit Card
103335,2021-07-18,C0519,Customer_519,P012,T-Shirt,Apparel,1,260,208,North,EMI
103336,2018-11-08,C0040,Customer_40,P012,T-Shirt,Apparel,1,237,237,North,UPI
103337,2024-04-23,C1243,Customer_1243,P010,Office Chair,Furniture,1,1876,1876,Central,UPI
103338,2021-04-19,C0778,Customer_778,P003,Bluetooth Speaker,Electronics,1,868,868,Central,Credit Card
103339,2020-10-10,C1575,Customer_1575,P020,Electric Kettle,Home,1,431,431,West,Wallet
103340,2018-04-11,C0348,Customer_348,P016,Blender,Home,1,465,465,West,UPI
103341,2018-06-12,C0723,Customer_723,P015,LED Monitor,Electronics,3,2306,6918,West,UPI
103342,2023-10-03,C1590,Customer_1590,P013,Gaming Keyboard,Electronics,1,1662,1662,East,Cash on Delivery
103343,2018-07-06,C0870,Customer_870,P006,Running Shoes,Apparel,3,2736,8208,South,Wallet
103344,2020-03-02,C1322,Customer_1322,P014,Backpack,Accessories,1,477,477,South,UPI
103345,2019-01-18,C1317,Customer_1317,P001,Wireless Mouse,Electronics,1,344,344,West,Cash on Delivery
103346,2018-03-10,C1402,Customer_1402,P013,Gaming Keyboard,Electronics,1,1166,1166,South,Cash on Delivery
103347,2018-01-25,C0753,Customer_753,P008,Coffee Maker,Home,1,1278,1278,North,EMI
103348,2020-03-06,C1068,Customer_1068,P003,Bluetooth Speaker,Electronics,2,515,1030,Central,EMI
103349,2018-09-09,C1590,Customer_1590,P006,Running Shoes,Apparel,1,2232,2009,North,Credit Card
103350,2018-04-30,C0972,Customer_972,P002,Laptop Sleeve,Accessories,1,543,543,West,UPI
103351,2022-04-29,C0039,Customer_39,P014,Backpack,Accessories,1,569,569,North,UPI
103352,2018-07-14,C0539,Customer_539,P003,Bluetooth Speaker,Electronics,1,661,562,North,Cash on Delivery
103353,2022-11-21,C0421,Customer_421,P002,Laptop Sleeve,Accessories,1,560,560,West,Credit Card
103354,2021-03-16,C0902,Customer_902,P017,Sunglasses,Accessories,2,315,630,North,Wallet
103355,2022-10-12,C1240,Customer_1240,P001,Wireless Mouse,Electronics,2,366,678,Central,NetBanking
103356,2022-03-21,C1492,Customer_1492,P013,Gaming Keyboard,Electronics,2,1286,2572,East,UPI
103357,2018-06-02,C0738,Customer_738,P018,Smartphone Case,Accessories,3,660,1980,West,Credit Card
103358,2023-11-16,C1232,Customer_1232,P007,Desk Lamp,Home,2,687,1237,East,Debit Card
103359,2022-06-06,C1523,Customer_1523,P014,Backpack,Accessories,1,518,518,East,Credit Card
103360,2018-11-08,C0170,Customer_170,P010,Office Chair,Furniture,2,1277,2554,North,UPI
103361,2021-01-20,C1554,Customer_1554,P014,Backpack,Accessories,2,635,1270,Central,Wallet
103362,2022-02-25,C0857,Customer_857,P012,T-Shirt,Apparel,1,256,256,West,EMI
103363,2024-10-27,C0626,Customer_626,P012,T-Shirt,Apparel,1,227,216,West,EMI
103364,2019-01-20,C0334,Customer_334,P001,Wireless Mouse,Electronics,1,351,281,West,Cash on Delivery
103365,2020-04-27,C0679,Customer_679,P013,Gaming Keyboard,Electronics,1,1469,1469,North,EMI
103366,2019-05-08,C0367,Customer_367,P006,Running Shoes,Apparel,1,2039,2039,South,EMI
103367,2019-03-01,C1507,Customer_1507,P015,LED Monitor,Electronics,1,2385,2385,West,EMI
103368,2021-06-20,C0200,Customer_200,P018,Smartphone Case,Accessories,1,566,566,West,UPI
103369,2023-01-27,C1111,Customer_1111,P006,Running Shoes,Apparel,2,2163,4326,South,Wallet
103370,2020-11-10,C0858,Customer_858,P011,Water Bottle,Home,2,247,494,West,NetBanking
103371,2022-07-23,C0248,Customer_248,P020,Electric Kettle,Home,1,437,437,South,Cash on Delivery
103372,2019-11-18,C0841,Customer_841,P005,Smartwatch,Electronics,2,1147,2294,South,UPI
103373,2024-11-15,C1040,Customer_1040,P015,LED Monitor,Electronics,2,1916,3832,South,UPI
103374,2021-05-22,C0501,Customer_501,P001,Wireless Mouse,Electronics,2,380,760,South,EMI
103375,2019-10-10,C1376,Customer_1376,P018,Smartphone Case,Accessories,2,797,1594,West,EMI
103376,2020-01-25,C1259,Customer_1259,P002,Laptop Sleeve,Accessories,1,527,527,Central,EMI
103377,2018-10-09,C1331,Customer_1331,P013,Gaming Keyboard,Electronics,1,1169,1111,North,UPI
103378,2022-01-25,C0069,Customer_69,P020,Electric Kettle,Home,2,568,1136,South,Credit Card
103379,2020-09-12,C1011,Customer_1011,P008,Coffee Maker,Home,1,850,850,East,Credit Card
103380,2020-08-24,C1199,Customer_1199,P020,Electric Kettle,Home,1,516,516,East,EMI
103381,2020-07-16,C0777,Customer_777,P002,Laptop Sleeve,Accessories,1,408,368,Central,NetBanking
103382,2018-12-26,C0202,Customer_202,P014,Backpack,Accessories,3,664,1992,East,Cash on Delivery
103383,2019-07-07,C0849,Customer_849,P015,LED Monitor,Electronics,1,1749,1749,South,UPI
103384,2021-04-06,C1400,Customer_1400,P015,LED Monitor,Electronics,2,1302,2604,East,Wallet
103385,2020-03-28,C1105,Customer_1105,P018,Smartphone Case,Accessories,1,898,898,West,Wallet
103386,2021-05-22,C0112,Customer_112,P011,Water Bottle,Home,2,376,715,North,Credit Card
103387,2020-05-06,C1064,Customer_1064,P019,Noise Cancelling Headphones,Electronics,1,1878,1878,South,Cash on Delivery
103388,2019-05-12,C1051,Customer_1051,P001,Wireless Mouse,Electronics,1,269,269,East,EMI
103389,2023-11-01,C1011,Customer_1011,P020,Electric Kettle,Home,2,555,1110,North,UPI
103390,2021-03-13,C1447,Customer_1447,P008,Coffee Maker,Home,1,945,945,Central,Debit Card
103391,2023-04-28,C0612,Customer_612,P001,Wireless Mouse,Electronics,3,366,1098,East,Wallet
103392,2018-12-15,C0431,Customer_431,P003,Bluetooth Speaker,Electronics,5,846,4230,Central,Debit Card
103393,2021-11-29,C0957,Customer_957,P006,Running Shoes,Apparel,4,2256,9024,East,Cash on Delivery
103394,2022-10-25,C1031,Customer_1031,P003,Bluetooth Speaker,Electronics,4,1153,4612,East,Credit Card
103395,2022-07-31,C1227,Customer_1227,P002,Laptop Sleeve,Accessories,10,488,4880,North,Credit Card
103396,2020-09-05,C1472,Customer_1472,P004,USB-C Cable,Accessories,1,145,145,East,Credit Card
103397,2020-04-20,C1498,Customer_1498,P003,Bluetooth Speaker,Electronics,3,810,2430,West,UPI
103398,2020-12-05,C0333,Customer_333,P013,Gaming Keyboard,Electronics,1,1483,1483,South,NetBanking
103399,2019-09-30,C0022,Customer_22,P016,Blender,Home,1,419,419,South,NetBanking
103400,2020-09-08,C0487,Customer_487,P017,Sunglasses,Accessories,1,470,470,South,Credit Card
103401,2019-09-09,C0174,Customer_174,P014,Backpack,Accessories,1,541,433,North,Credit Card
103402,2020-10-16,C1114,Customer_1114,P014,Backpack,Accessories,1,567,567,West,EMI
103403,2021-12-26,C0383,Customer_383,P004,USB-C Cable,Accessories,1,142,142,Central,Debit Card
103404,2023-06-28,C0573,Customer_573,P008,Coffee Maker,Home,4,462,1848,East,UPI
103405,2018-11-10,C0542,Customer_542,P018,Smartphone Case,Accessories,1,714,572,East,Cash on Delivery
103406,2019-10-17,C0662,Customer_662,P001,Wireless Mouse,Electronics,1,375,375,South,EMI
103407,2021-05-05,C0124,Customer_124,P011,Water Bottle,Home,2,195,390,South,EMI
103408,2023-11-12,C1170,Customer_1170,P007,Desk Lamp,Home,1,737,737,West,UPI
103409,2020-07-26,C0466,Customer_466,P015,LED Monitor,Electronics,1,2603,2603,North,EMI
103410,2019-12-18,C0992,Customer_992,P018,Smartphone Case,Accessories,3,886,2658,Central,EMI
103411,2023-01-07,C1165,Customer_1165,P007,Desk Lamp,Home,1,916,916,East,UPI
103412,2019-03-04,C1152,Customer_1152,P011,Water Bottle,Home,1,367,367,West,NetBanking
103413,2018-01-25,C0010,Customer_10,P017,Sunglasses,Accessories,10,396,3960,West,Debit Card
103414,2020-10-02,C0717,Customer_717,P019,Noise Cancelling Headphones,Electronics,1,1601,1601,Central,Cash on Delivery
103415,2021-11-11,C0570,Customer_570,P018,Smartphone Case,Accessories,3,732,2196,Central,Debit Card
103416,2021-02-20,C0958,Customer_958,P002,Laptop Sleeve,Accessories,2,354,708,South,NetBanking
103417,2018-02-22,C0315,Customer_315,P015,LED Monitor,Electronics,10,2481,24810,North,NetBanking
103418,2018-07-21,C0170,Customer_170,P012,T-Shirt,Apparel,1,246,246,Central,Debit Card
103419,2022-02-04,C0922,Customer_922,P011,Water Bottle,Home,2,288,576,East,Credit Card
103420,2018-08-05,C0726,Customer_726,P003,Bluetooth Speaker,Electronics,1,718,718,East,Debit Card
103421,2020-06-14,C1553,Customer_1553,P015,LED Monitor,Electronics,1,2290,1947,South,Debit Card
103422,2020-09-24,C1110,Customer_1110,P001,Wireless Mouse,Electronics,1,343,343,South,Cash on Delivery
103423,2019-04-29,C1106,Customer_1106,P012,T-Shirt,Apparel,1,238,238,North,Cash on Delivery
103424,2021-01-29,C0075,Customer_75,P002,Laptop Sleeve,Accessories,1,674,674,West,UPI
103425,2018-06-13,C1053,Customer_1053,P011,Water Bottle,Home,1,321,321,North,UPI
103426,2023-05-17,C1560,Customer_1560,P001,Wireless Mouse,Electronics,2,322,644,West,NetBanking
103427,2020-08-02,C0017,Customer_17,P001,Wireless Mouse,Electronics,5,271,1355,West,Wallet
103428,2021-09-21,C1411,Customer_1411,P013,Gaming Keyboard,Electronics,2,1686,3372,West,Cash on Delivery
103429,2018-12-15,C0456,Customer_456,P015,LED Monitor,Electronics,1,2398,2159,East,Cash on Delivery
103430,2018-09-01,C0348,Customer_348,P004,USB-C Cable,Accessories,10,151,1510,East,Cash on Delivery
103431,2021-11-02,C1482,Customer_1482,P003,Bluetooth Speaker,Electronics,1,664,664,North,UPI
103432,2022-08-25,C0813,Customer_813,P015,LED Monitor,Electronics,4,2044,8176,Central,NetBanking
103433,2021-08-15,C0787,Customer_787,P019,Noise Cancelling Headphones,Electronics,1,1970,1970,Central,Wallet
103434,2022-08-28,C0428,Customer_428,P016,Blender,Home,1,511,511,Central,Debit Card
103435,2019-01-28,C0699,Customer_699,P003,Bluetooth Speaker,Electronics,4,854,3416,East,UPI
103436,2023-12-25,C1221,Customer_1221,P013,Gaming Keyboard,Electronics,1,1324,1060,West,UPI
103437,2019-10-20,C1331,Customer_1331,P012,T-Shirt,Apparel,1,251,251,West,Cash on Delivery
103438,2018-02-23,C0837,Customer_837,P018,Smartphone Case,Accessories,1,838,755,Central,UPI
103439,2019-06-14,C0818,Customer_818,P020,Electric Kettle,Home,2,502,1004,North,Credit Card
103440,2021-01-20,C0194,Customer_194,P011,Water Bottle,Home,1,220,220,South,NetBanking
103441,2023-09-27,C0596,Customer_596,P013,Gaming Keyboard,Electronics,1,1375,1375,South,UPI
103442,2019-01-09,C0360,Customer_360,P006,Running Shoes,Apparel,1,2043,2043,East,Debit Card
103443,2020-05-13,C0984,Customer_984,P001,Wireless Mouse,Electronics,1,344,344,West,Credit Card
103444,2022-02-24,C0727,Customer_727,P019,Noise Cancelling Headphones,Electronics,1,2191,2191,East,Cash on Delivery
103445,2023-03-15,C1304,Customer_1304,P005,Smartwatch,Electronics,1,1240,1240,North,NetBanking
103446,2018-07-24,C1215,Customer_1215,P001,Wireless Mouse,Electronics,1,344,276,East,UPI
